bus,d,t,V_V,P_gen_kW,P_dem_kW,Q_dem_kVar,n_cap
B26,0,24,14995.540767813747,0.0,23.84849165,0.0,-0.0
B27,0,1,14996.34778537981,0.0,8.363874941,0.0,-0.0
B27,0,2,14996.405697658249,0.0,5.640174634,0.0,-0.0
B27,0,3,14996.382313328502,0.0,7.297546646000001,0.0,-0.0
B27,0,4,14996.460755178741,0.0,5.520309788,0.0,-0.0
B27,0,5,14996.265882780237,0.0,10.85202036,0.0,-0.0
B27,0,6,14995.747182798994,0.0,23.39016754,0.0,-0.0
B27,0,7,14993.859481884369,0.0,26.513902679999998,0.0,-0.0
B27,0,8,14993.489736849418,0.0,29.860877139999996,0.0,-0.0
B27,0,9,14991.829378634784,0.0,36.53970159,0.0,-0.0
B27,0,10,14991.75856819993,0.0,41.89578446,0.0,-0.0
B27,0,11,14991.609436477098,0.0,51.7424715,0.0,-0.0
B27,0,12,14991.245206186259,0.0,58.60416466,0.0,-0.0
B27,0,13,14993.28176364795,0.0,53.52783246,0.0,-0.0
B27,0,14,14993.452046917251,0.0,49.957110549999996,0.0,-0.0
B27,0,15,14993.590315607013,0.0,46.38638863,0.0,-0.0
B27,0,16,14993.48529590267,0.0,46.6923677,0.0,-0.0
B27,0,17,14992.839867568022,0.0,53.22566622,0.0,-0.0
B27,0,18,14993.324805940587,0.0,54.11632437,0.0,-0.0
B27,0,19,14993.44438710509,0.0,50.55686528,0.0,-0.0
B27,0,20,14994.123026618452,0.0,46.98614337000001,0.0,-0.0
B27,0,21,14994.237297606796,0.0,43.41542146,0.0,-0.0
B27,0,22,14994.423070505825,0.0,39.84469954000001,0.0,-0.0
B27,0,23,14995.325355846744,0.0,21.08109566,0.0,-0.0
B27,0,24,14995.863298202312,0.0,10.50245407,0.0,-0.0
B29,0,1,14997.298773633207,0.0,2.7459043309999998,0.0,-0.0
B29,0,2,14997.333173959923,0.0,2.7459043309999998,0.0,-0.0
B29,0,3,14997.316801628518,0.0,2.7459043309999998,0.0,-0.0
B29,0,4,14997.37171383238,0.0,2.7459043309999998,0.0,-0.0
B29,0,5,14997.235514960263,0.0,2.7459043309999998,0.0,-0.0
B29,0,6,14996.875608690958,0.0,2.7459043309999998,0.0,-0.0
B29,0,7,14995.464744981511,0.0,2.994253639,0.0,-0.0
B29,0,8,14995.199941826386,0.0,6.492507141,0.0,-0.0
B29,0,9,14993.94386911232,0.0,13.43494221,0.0,-0.0
B29,0,10,14993.898483244884,0.0,13.11518172,0.0,-0.0
B29,0,11,14993.803223862065,0.0,12.74750221,0.0,-0.0
B29,0,12,14993.545200375665,0.0,12.66573329,0.0,-0.0
B29,0,13,14995.08344303405,0.0,7.463009758,0.0,-0.0
B29,0,14,14995.195603491069,0.0,12.87176458,0.0,-0.0
B29,0,15,14995.291789203311,0.0,13.28686029,0.0,-0.0
B29,0,16,14995.215276609417,0.0,14.004354120000002,0.0,-0.0
B29,0,17,14994.755982895644,0.0,14.0732945,0.0,-0.0
B29,0,18,14995.159425554924,0.0,7.196565404,0.0,-0.0
B29,0,19,14995.249707532215,0.0,2.778290187,0.0,-0.0
B29,0,20,14995.749374021547,0.0,2.7459043309999998,0.0,-0.0
B29,0,21,14995.824842367163,0.0,2.7459043309999998,0.0,-0.0
B29,0,22,14995.950210437435,0.0,2.7459043309999998,0.0,-0.0
B29,0,23,14996.57858235776,0.0,2.7459043309999998,0.0,-0.0
B29,0,24,14996.95260471023,0.0,2.7459043309999998,0.0,-0.0
B30,0,1,14992.641988849597,0.0,51.28369536,0.0,-0.0
B30,0,2,14992.71156634237,0.0,47.48985596,0.0,-0.0
B30,0,3,14992.730998958741,0.0,45.59293627,0.0,-0.0
B30,0,4,14992.842095567721,0.0,44.64447642,0.0,-0.0
B30,0,5,14992.606935413758,0.0,45.42935702,0.0,-0.0
B30,0,6,14991.879234844104,0.0,53.27537039,0.0,-0.0
B30,0,7,14988.132251745035,0.0,68.24790245,0.0,-0.0
B30,0,8,14987.405219864066,0.0,80.65823153,0.0,-0.0
B30,0,9,14984.36895069215,0.0,80.24292394999999,0.0,-0.0
B30,0,10,14984.409191988276,0.0,77.54333224,0.0,-0.0
B30,0,11,14984.425076673233,0.0,75.09575562,0.0,-0.0
B30,0,12,14983.949322214396,0.0,76.04421546,0.0,-0.0
B30,0,13,14987.739185843988,0.0,75.09575562,0.0,-0.0
B30,0,14,14988.013648542817,0.0,72.25037607,0.0,-0.0
B30,0,15,14988.19132355611,0.0,71.30191622,0.0,-0.0
B30,0,16,14987.960201069865,0.0,74.731677,0.0,-0.0
B30,0,17,14986.722566273696,0.0,91.82173443,0.0,-0.0
B30,0,18,14987.463017843636,0.0,115.2184931,0.0,-0.0
B30,0,19,14987.568443025923,0.0,116.5823845,0.0,-0.0
B30,0,20,14988.86746091797,0.0,108.745405,0.0,-0.0
B30,0,21,14989.022690133253,0.0,104.9515656,0.0,-0.0
B30,0,22,14989.355731657955,0.0,97.03677842,0.0,-0.0
B30,0,23,14990.74329391205,0.0,79.63766820999999,0.0,-0.0
B30,0,24,14991.682780394647,0.0,64.20357657,0.0,-0.0
B31,0,1,14992.926233990183,0.0,8.152062754,4.896892806000002,-0.0
B31,0,2,14992.991463823604,0.0,8.152062754,5.710026755,-0.0
B31,0,3,14993.00599770258,0.0,8.152062754,5.724939065,-0.0
B31,0,4,14993.114261798763,0.0,8.152062754,5.677598399,-0.0
B31,0,5,14992.881798421524,0.0,8.152062754,5.767099156,-0.0
B31,0,6,14992.1739409911,0.0,8.152062754,5.643377927,-0.0
B31,0,7,14988.559544884463,0.0,13.23347081,8.716651758,-0.0
B31,0,8,14987.863776710125,0.0,13.32069886,8.3264652,-0.0
B31,0,9,14984.905583979304,0.0,18.10812498,9.989925219,-0.0
B31,0,10,14984.935655677196,0.0,18.516659,8.724664982,-0.0
B31,0,11,14984.937711733814,0.0,18.31545684,8.073092485,-0.0
B31,0,12,14984.468857346961,0.0,18.75163283,7.819181801,-0.0
B31,0,13,14988.153592607212,0.0,12.67437725,5.401283113999999,-0.0
B31,0,14,14988.413054419527,0.0,12.17677752,5.333028364999999,-0.0
B31,0,15,14988.587245545366,0.0,12.1258511,5.295676168,-0.0
B31,0,16,14988.366884458383,0.0,12.19507976,5.401173629,-0.0
B31,0,17,14987.183658748478,0.0,12.48968696,6.141078869,-0.0
B31,0,18,14987.939727915267,0.0,9.758411752,5.054856661999999,-0.0
B31,0,19,14988.052745687533,0.0,9.754932567,5.63643834,-0.0
B31,0,20,14989.304850438139,0.0,8.152062754,5.116841398,-0.0
B31,0,21,14989.453992273613,0.0,8.152062754,5.680262481,-0.0
B31,0,22,14989.769924303646,0.0,8.152062754,6.222091556,-0.0
B31,0,23,14991.110990547138,0.0,8.152062754,6.138887635,-0.0
B31,0,24,14992.009942663346,0.0,8.152062754,6.1656666,-0.0
B32,0,1,14993.293183852964,0.0,22.191726389999996,13.330430420000003,-0.0
B32,0,2,14993.357443820165,0.0,22.191726389999996,15.54396172,-0.0
B32,0,3,14993.367280195625,0.0,22.191726389999996,15.58455634,-0.0
B32,0,4,14993.472603675826,0.0,22.191726389999996,15.45568453,-0.0
B32,0,5,14993.243118568173,0.0,22.191726389999996,15.69932548,-0.0
B32,0,6,14992.554040402722,0.0,22.191726389999996,15.3625288,-0.0
B32,0,7,14989.122466571702,0.0,36.02444833,23.72866312,-0.0
B32,0,8,14988.463074153618,0.0,36.26190246,22.6664886,-0.0
B32,0,9,14985.639895776048,0.0,49.29434021,27.19479643,-0.0
B32,0,10,14985.657711133514,0.0,50.40646062,23.7504769,-0.0
B32,0,11,14985.641366782274,0.0,49.85874363,21.97675176,-0.0
B32,0,12,14985.181591338867,0.0,51.04611159,21.285550459999996,-0.0
B32,0,13,14988.69494400942,0.0,34.50247141,14.70349292,-0.0
B32,0,14,14988.946099903607,0.0,33.14789436,14.51768833,-0.0
B32,0,15,14989.117153988009,0.0,33.00926132,14.41600735,-0.0
B32,0,16,14988.909638148554,0.0,33.19771713000001,14.70319488,-0.0
B32,0,17,14987.784777871542,0.0,33.99970338,16.71738137,-0.0
B32,0,18,14988.516054732474,0.0,26.56456533,13.76044314,-0.0
B32,0,19,14988.630099939208,0.0,26.55509421,15.3436377,-0.0
B32,0,20,14989.821463870665,0.0,22.191726389999996,13.92917936,-0.0
B32,0,21,14989.966942288427,0.0,22.191726389999996,15.46293675,-0.0
B32,0,22,14990.268415522785,0.0,22.191726389999996,16.9379159,-0.0
B32,0,23,14991.563971445426,0.0,22.191726389999996,16.71141634,-0.0
B32,0,24,14992.423653516908,0.0,22.191726389999996,16.78431463,-0.0
B36,0,1,14992.95973365316,0.0,2.883199548,0.0,-0.0
B36,0,2,14993.026235415055,0.0,2.883199548,0.0,-0.0
B36,0,3,14993.040792590393,0.0,2.883199548,0.0,-0.0
B36,0,4,14993.148982376722,0.0,2.883199548,0.0,-0.0
B36,0,5,14992.916659551456,0.0,2.883199548,0.0,-0.0
B36,0,6,14992.2086102072,0.0,2.883199548,0.0,-0.0
B36,0,7,14988.615141664235,0.0,3.143966321,0.0,-0.0
B36,0,8,14987.91904203557,0.0,6.817132498000001,0.0,-0.0
B36,0,9,14984.978645098015,0.0,14.10668932,0.0,-0.0
B36,0,10,14985.008031762045,0.0,13.77094081,0.0,-0.0
B36,0,11,14985.008429954076,0.0,13.384877319999998,0.0,-0.0
B36,0,12,14984.540563513314,0.0,13.29901995,0.0,-0.0
B36,0,13,14988.202230169356,0.0,7.8361602459999995,0.0,-0.0
B36,0,14,14988.460006744468,0.0,13.51535281,0.0,-0.0
B36,0,15,14988.633977420142,0.0,13.9512033,0.0,-0.0
B36,0,16,14988.414001593379,0.0,14.70457183,0.0,-0.0
B36,0,17,14987.23287165554,0.0,14.77695923,0.0,-0.0
B36,0,18,14987.97857891781,0.0,7.556393674,0.0,-0.0
B36,0,19,14988.092495616562,0.0,2.917204697,0.0,-0.0
B36,0,20,14989.338702370387,0.0,2.883199548,0.0,-0.0
B36,0,21,14989.488725496993,0.0,2.883199548,0.0,-0.0
B36,0,22,14989.805504613358,0.0,2.883199548,0.0,-0.0
B36,0,23,14991.146437493477,0.0,2.883199548,0.0,-0.0
B36,0,24,14992.045429379963,0.0,2.883199548,0.0,-0.0
