i,j,d,t,P_kW,Q_kVar,I_A,y_pos,y_neg
B2,B21,0,17,0.0,0.0,0.0,0.0,0.0
B2,B21,0,18,0.0,0.0,0.0,0.0,0.0
B2,B21,0,19,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,20,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,21,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,22,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,23,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,24,0.0,0.0,0.0,-0.0,0.0
B3,B8,0,1,-38.192102262024505,-0.9628090006079524,1.4720066009503125,0.0,1.0
B3,B8,0,2,-38.19214108838161,-1.0836180195847442,1.472133730254752,0.0,1.0
B3,B8,0,3,-30.016374721613005,-0.8655310564924704,1.156518218947822,0.0,1.0
B3,B8,0,4,-30.0163886925012,-1.3683023255604694,1.1572374787974513,0.0,1.0
B3,B8,0,5,-30.016400432859825,-1.4685000102780486,1.157421409612955,0.0,1.0
B3,B8,0,6,-30.016399101748004,-1.177852758490842,1.1569381122854887,0.0,1.0
B3,B8,0,7,-68.10243296551722,-4.607106078041069,2.629024049483976,0.0,1.0
B3,B8,0,8,-88.27903145040531,-11.374023028865961,3.428735702263968,0.0,1.0
B3,B8,0,9,-109.7337271708467,-18.312419844265108,4.286536959799601,0.0,1.0
B3,B8,0,10,-95.96190959917514,-18.25817506960777,3.763653092160574,0.0,1.0
B3,B8,0,11,-64.08645148742413,-13.334542712176814,2.5219423505311465,0.0,1.0
B3,B8,0,12,-60.75468655022674,-12.123734035906116,2.386862095478063,0.0,1.0
B3,B8,0,13,-60.094376069769915,-12.764914839992224,2.366871292108828,0.0,1.0
B3,B8,0,14,-60.114886713795876,-12.307975325444913,2.3640407148585303,0.0,1.0
B3,B8,0,15,-60.17308158629842,-12.885829336841836,2.3707964950836176,0.0,1.0
B3,B8,0,16,-60.34728482209109,-12.960147568259005,2.3779709677115233,0.0,1.0
B3,B8,0,17,-64.69872227064121,-12.762979120206664,2.5406895533200218,0.0,1.0
B3,B8,0,18,-74.0953704105273,-13.35971115079179,2.9007660418179055,0.0,1.0
B3,B8,0,19,-106.57209341711996,-14.949685962829635,4.145385634328417,0.0,1.0
B3,B8,0,20,-113.7690678738306,-6.680088363909782,4.389941472759064,0.0,1.0
B3,B8,0,21,-121.60200058681058,-5.861224009306095,4.689626266658026,0.0,1.0
B3,B8,0,22,-125.02915849556213,-5.235702050224646,4.8204284689178944,0.0,1.0
B3,B8,0,23,-99.71824998544506,-3.166185895266252,3.8428784640999027,0.0,1.0
B3,B8,0,24,-67.65440909322294,-1.6922718876452139,2.606560322900443,0.0,1.0
B3,B23,0,1,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,2,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,3,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,4,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,5,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,6,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,7,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,8,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,9,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,10,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,11,0.0,0.0,0.0,0.0,0.0
B3,B23,0,12,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,13,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,14,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,15,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,16,0.0,0.0,0.0,0.0,0.0
B3,B23,0,17,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,18,0.0,0.0,0.0,0.0,0.0
B3,B23,0,19,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,20,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,21,0.0,0.0,0.0,-0.0,0.0
B3,B23,0,22,0.0,0.0,0.0,0.0,0.0
B3,B23,0,23,0.0,0.0,0.0,0.0,0.0
B3,B23,0,24,0.0,0.0,0.0,-0.0,0.0
B5,B8,0,1,57.17078713563641,9.299875691229952,2.2308582779583594,1.0,0.0
B5,B8,0,2,57.17080441458832,9.89515379775208,2.2346461635746073,1.0,0.0
B5,B8,0,3,48.99509243832172,9.494580983137482,1.922216968644332,1.0,0.0
B5,B8,0,4,48.99509260197747,9.814864565988087,1.9245991567949656,1.0,0.0
B5,B8,0,5,48.99509440877158,8.309990351032006,1.9140669763896625,1.0,0.0
B5,B8,0,6,48.99508296442136,7.054424212538454,1.9065948625328453,1.0,0.0
B5,B8,0,7,87.08116829986416,9.589483511009306,3.374273456579695,1.0,0.0
B5,B8,0,8,107.25784512583277,14.609700899539277,4.169842536368202,1.0,0.0
B5,B8,0,9,128.71245575890265,20.991409105481193,5.024807838370954,1.0,0.0
B5,B8,0,10,114.94057590028913,21.466662697173977,4.505094246946197,1.0,0.0
B5,B8,0,11,83.0651616589388,16.61537984291904,3.263605395827063,1.0,0.0
B5,B8,0,12,80.18382858010334,15.498673973676986,3.1463829608826646,1.0,0.0
B5,B8,0,13,79.07312048805038,16.035178221078663,3.1083445393074576,1.0,0.0
B5,B8,0,14,79.09356270496576,15.858072345004327,3.107758418223903,1.0,0.0
B5,B8,0,15,79.15168149161443,16.944749541559688,3.11842771669642,1.0,0.0
B5,B8,0,16,79.32595294658552,16.907874692467406,3.1247299156760753,1.0,0.0
