i,j,d,t,P_kW,Q_kVar,I_A,y_pos,y_neg
B1,B5,0,22,-56.605014378381526,0.0,2.18067240512645,0.0,1.0
B1,B5,0,23,-46.45545936168152,0.0,1.78960610154036,0.0,1.0
B1,B5,0,24,-37.45218579561676,0.0,1.4427589210121456,0.0,1.0
B2,B5,0,1,99.31458756685527,16.645347827310488,3.878071222437325,1.0,0.0
B2,B5,0,2,97.10163386410417,18.46034206207647,3.8064662439180714,1.0,0.0
B2,B5,0,3,87.81929965725506,18.08210184312951,3.4528936364481724,1.0,0.0
B2,B5,0,4,87.2661368805454,18.331396122825712,3.433985570310096,1.0,0.0
B2,B5,0,5,87.72393346512222,16.96076096690275,3.440839845408209,1.0,0.0
B2,B5,0,6,92.30073333042631,15.519611684552306,3.604458251997549,1.0,0.0
B2,B5,0,7,146.74321837934096,22.664767572893062,5.7187381995359114,1.0,0.0
B2,B5,0,8,174.2904890069102,27.09987618841429,6.794318762116642,1.0,0.0
B2,B5,0,9,202.68414897468008,35.976920708249736,7.931248782577957,1.0,0.0
B2,B5,0,10,187.95037539043847,34.55422008075374,7.362628586580734,1.0,0.0
B2,B5,0,11,154.34499734137304,28.725361491473826,6.048237847791621,1.0,0.0
B2,B5,0,12,152.67088050091198,27.22772192255602,5.974451732241664,1.0,0.0
B2,B5,0,13,141.89108606197198,24.137385387084525,5.544750105961332,1.0,0.0
B2,B5,0,14,139.50542957096113,23.857912103189324,5.452322790381861,1.0,0.0
B2,B5,0,15,138.9337541968467,24.888538247472635,5.437482276391224,1.0,0.0
B2,B5,0,16,141.212743653475,25.009945390492614,5.524753052368783,1.0,0.0
B2,B5,0,17,155.97532284255922,26.47145735210298,6.094898355817335,1.0,0.0
B2,B5,0,18,174.92354749130678,25.11947099303132,6.808309124970503,1.0,0.0
B2,B5,0,19,208.19105282532828,27.88666235669198,8.09089701110619,1.0,0.0
B2,B5,0,20,208.41212050647368,19.46030296875523,8.062681279819131,1.0,0.0
B2,B5,0,21,214.03241659003385,21.558765426120733,8.286059734557599,1.0,0.0
B2,B5,0,22,212.84243410039994,23.10095767207925,8.246665875475806,1.0,0.0
B2,B5,0,23,177.38137361705682,21.499449738523314,6.882122026078928,1.0,0.0
B2,B5,0,24,136.76451401336365,19.774959754627915,5.32210364124607,1.0,0.0
B2,B23,0,1,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,2,0.0,0.0,0.0,0.0,0.0
B2,B23,0,3,0.0,0.0,0.0,0.0,0.0
B2,B23,0,4,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,5,0.0,0.0,0.0,0.0,0.0
B2,B23,0,6,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,7,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,8,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,9,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,10,0.0,0.0,0.0,0.0,0.0
B2,B23,0,11,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,12,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,13,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,14,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,15,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,16,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,17,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,18,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,19,0.0,0.0,0.0,0.0,0.0
B2,B23,0,20,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,21,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,22,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,23,0.0,0.0,0.0,-0.0,0.0
B2,B23,0,24,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,1,0.0,0.0,0.0,0.0,0.0
B2,B21,0,2,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,3,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,4,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,5,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,6,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,7,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,8,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,9,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,10,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,11,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,12,0.0,0.0,0.0,0.0,0.0
B2,B21,0,13,0.0,0.0,0.0,0.0,0.0
B2,B21,0,14,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,15,0.0,0.0,0.0,-0.0,0.0
B2,B21,0,16,0.0,0.0,0.0,-0.0,0.0
